시도,시군구,읍면동,총인구수,노인인구수,구별_노인인구수,구별_치과수,구별_지표,최종_유망_지수,경제력_지수,노인인구_점수,공급부족_점수,경제력_점수,Total_Score
전북특별자치도,진안군,진안읍,9618,3312,10183.0,5.0,2036.6,6745219.199999999,0.0,1.3179486085481755,5.531372064276885,1.0,7.29006411547597
경상남도,산청군,금서면,2821,1302,14737.0,6.0,2456.1666666666665,3197929.0,0.0,1.1249906667662213,6.464894932014833,1.0,7.272946460140932
강원특별자치도,정선군,북평면,2461,1026,12623.0,5.0,2524.6,2590239.6,0.0,1.0984949493872065,6.617156983930778,1.0,7.26891352615024
경기도,시흥시,대야동,41297,7505,71659.0,163.0,439.6257668711656,3299391.3803680977,2281.731869357685,1.7204723149619738,1.9781537458196516,2.1347630517369707,7.265364520743587
서울특별시,구로구,구로제1동,20086,3485,86351.0,171.0,504.9766081871345,1759843.4795321638,3139.6303814099006,1.3345564313980651,2.123557348253204,2.561417711160659,7.259076021896597
경기도,광명시,소하2동,24980,5926,55172.0,131.0,421.1603053435114,2495795.9694656488,2786.1819531686388,1.568889931840727,1.9370686645467496,2.38563885543753,7.250069859379683
경기도,구리시,수택2동,24054,5622,35886.0,101.0,355.3069306930693,1997535.564356436,3273.0068362575225,1.5397062431334065,1.7905469409734547,2.6277492003971004,7.244484612452401
경기도,광명시,하안1동,24285,4330,55172.0,131.0,421.1603053435114,1823624.1221374045,3287.4335317088776,1.4156755661272946,1.9370686645467496,2.6349239614532576,7.2256486333215895
강원특별자치도,정선군,여량면,1914,942,12623.0,5.0,2524.6,2378173.2,0.0,1.090431035402289,6.617156983930778,1.0,7.2155533414071265
전라남도,구례군,광의면,2123,1129,9886.0,4.0,2471.5,2790323.5,0.0,1.1083828439163315,6.499011124845489,1.0,7.203392433200119
전라남도,구례군,토지면,2344,1125,9886.0,4.0,2471.5,2780437.5,0.0,1.1079988480122878,6.499011124845489,1.0,7.200896839547844
경기도,광명시,광명3동,9025,2857,55172.0,131.0,421.1603053435114,1203254.9923664122,3839.4987749408974,1.2742690744632057,1.9370686645467496,2.9094799899598986,7.1816053154765545
서울특별시,관악구,남현동,17194,3366,92486.0,198.0,467.1010101010101,1572262.0,3339.0896840513815,1.3231325532527654,2.039285312956512,2.6606138743919194,7.178987506003797
경기도,광명시,하안3동,18135,4224,55172.0,131.0,421.1603053435114,1778981.1297709923,3287.4335317088776,1.405499674670137,1.9370686645467496,2.6349239614532576,7.173710591894921
경기도,광명시,광명5동,11332,2839,55172.0,131.0,421.1603053435114,1195674.106870229,3839.4987749408974,1.2725410928950092,1.9370686645467496,2.9094799899598986,7.171866648923391
전라남도,고흥군,포두면,4439,2418,28162.0,13.0,2166.3076923076924,5238132.0,0.0,1.2321255239944107,5.81996767138918,1.0,7.170930716740924
전라남도,구례군,마산면,2343,1065,9886.0,4.0,2471.5,2632147.5,0.0,1.1022389094516325,6.499011124845489,1.0,7.163462934763719
경상북도,의성군,안사면,837,483,23646.0,9.0,2627.333333333333,1269001.9999999998,0.0,1.0463675054132755,6.845735475896168,1.0,7.163155152632636
경기도,하남시,덕풍1동,13998,3840,54722.0,106.0,516.2452830188679,1982381.8867924528,2883.321779125658,1.3686360678819427,2.1486298015252934,2.433948951303095,7.15749480069587
경상북도,의성군,신평면,795,464,23646.0,9.0,2627.333333333333,1219082.6666666665,0.0,1.044543524869068,6.845735475896168,1.0,7.15066866431381
서울특별시,광진구,군자동,18417,3557,62627.0,154.0,406.6688311688312,1446521.032467533,3611.553643166838,1.3414683576708515,1.9048255823286726,2.7961171023944402,7.144815262074608
서울특별시,은평구,신사제2동,19138,4604,102800.0,194.0,529.8969072164948,2439645.360824742,2556.4117538160285,1.4419792855542874,2.1790042434977632,2.271368315538827,7.136818645222816
서울특별시,양천구,신월5동,13663,3060,84784.0,192.0,441.5833333333333,1351245.0,3583.3254396061625,1.293756866593423,1.9825092707045735,2.7820785017824496,7.135711368131457
서울특별시,성동구,송정동,9097,2032,53513.0,124.0,431.5564516129032,876922.7096774193,4110.862556799667,1.1950699192541947,1.9601997687308106,3.0444360719467043,7.131822203888987
충청남도,예산군,예산읍,29164,9259,28685.0,23.0,1247.1739130434785,11547583.260869566,0.0,1.888854518885132,3.774923415918741,1.0,7.130281152603413
경기도,남양주시,평내동,37367,5904,138815.0,223.0,622.4887892376681,3675173.8116591927,1819.7080651106978,1.5667779543684868,2.3850183196882604,1.9049869114624236,7.118543897149777
경상남도,산청군,신등면,1880,1039,14737.0,6.0,2456.1666666666665,2551957.1666666665,0.0,1.0997429360753486,6.464894932014833,1.0,7.109722533952633
경상남도,산청군,생초면,1807,1020,14737.0,6.0,2456.1666666666665,2505290.0,0.0,1.097918955531141,6.464894932014833,1.0,7.097930691376292
경기도,의정부시,신곡2동,43597,9178,93707.0,171.0,547.9941520467836,5029490.32748538,1406.1942692795903,1.8810786018282473,2.2192700539977883,1.6993360270643638,7.094084561797945
경상북도,예천군,예천읍,13476,5066,18639.0,11.0,1694.4545454545455,8584106.727272727,0.0,1.4863308124713337,4.77010900101135,1.0,7.089959987050022
강원특별자치도,정선군,신동읍,1750,728,12623.0,5.0,2524.6,1837908.8,0.0,1.0698872545359517,6.617156983930778,1.0,7.079611918371099
서울특별시,동대문구,휘경제1동,16653,2588,72976.0,168.0,434.3809523809524,1124177.9047619049,3787.210428382365,1.2484453499162675,1.9664841956560128,2.8834756708250024,7.07907132216217
서울특별시,강북구,우이동,19300,5662,74483.0,122.0,610.516393442623,3456743.8196721314,1896.198348121918,1.5435462021738435,2.358380109019433,1.9430274665967437,7.073141993258021
전라남도,고흥군,금산면,3937,2233,28162.0,13.0,2166.3076923076924,4837365.076923077,0.0,1.21436571343239,5.81996767138918,1.0,7.067569193419967
강원특별자치도,정선군,화암면,1535,693,12623.0,5.0,2524.6,1749547.8,0.0,1.0665272903755694,6.617156983930778,1.0,7.0573785080614675
경기도,광명시,철산2동,15691,2501,55172.0,131.0,421.1603053435114,1053321.923664122,3885.6768289378224,1.2400934390033174,1.9370686645467496,2.9324455058386665,7.0441626578989025
서울특별시,광진구,중곡제3동,15155,3508,62627.0,154.0,406.6688311688312,1426594.25974026,3545.908640731538,1.3367644078463163,1.9048255823286726,2.763470179986449,7.03663252470384
경상북도,청송군,진보면,6046,2401,10595.0,5.0,2119.0,5087719.0,0.0,1.230493541402225,5.714709517923362,1.0,7.0319131527945204
서울특별시,구로구,오류제1동,22755,4777,86351.0,171.0,504.9766081871345,2412273.2573099416,2553.8000368680205,1.458587108404177,2.123557348253204,2.270069442549412,7.03129804560261
강원특별자치도,정선군,신동읍함백출장소,1517,647,12623.0,5.0,2524.6,1633416.2,0.0,1.062111337479067,6.617156983930778,1.0,7.028157454511668
경기도,의정부시,호원2동,31862,7902,93707.0,171.0,547.9941520467836,4330249.789473684,1610.01972562451,1.75858390843831,2.2192700539977883,1.800703589120966,7.027736638137945
경상남도,산청군,삼장면,1730,884,14737.0,6.0,2456.1666666666665,2171251.333333333,0.0,1.0848630947936555,6.464894932014833,1.0,7.0135259234614304
경기도,의정부시,신곡1동,41351,8944,93707.0,171.0,547.9941520467836,4901259.695906432,1406.1942692795903,1.8586148414416912,2.2192700539977883,1.6993360270643638,7.009367306706471
경기도,광명시,광명6동,12480,2486,55172.0,131.0,421.1603053435114,1047004.5190839694,3839.4987749408974,1.2386534543631535,1.9370686645467496,2.9094799899598986,6.980880577075228
경기도,광주시,능평동,22461,4408,75342.0,93.0,810.1290322580645,3571048.7741935486,1496.643109400451,1.4231634862561466,2.8025120618844452,1.7443185262002112,6.957097286804681
부산광역시,영도구,동삼제1동,27145,8406,35736.0,28.0,1276.2857142857142,10728457.714285716,0.0,1.806967392347815,3.8396962740596856,1.0,6.938205963745251
전라남도,고흥군,도화면,3553,1977,28162.0,13.0,2166.3076923076924,4282790.307692308,0.0,1.189789975573594,5.81996767138918,1.0,6.924539193581238
경상남도,산청군,차황면,1292,737,14737.0,6.0,2456.1666666666665,1810194.8333333333,0.0,1.0707512453200498,6.464894932014833,1.0,6.922294299318161
전라남도,구례군,간전면,1366,666,9886.0,4.0,2471.5,1646019.0,0.0,1.0639353180232745,6.499011124845489,1.0,6.914527467949284
전라남도,구례군,용방면,1292,652,9886.0,4.0,2471.5,1611418.0,0.0,1.0625913323591214,6.499011124845489,1.0,6.90579289016632
경기도,광주시,송정동,23101,4595,75342.0,93.0,810.1290322580645,3722542.903225807,1417.7887351568656,1.441115294770189,2.8025120618844452,1.7051022486168816,6.886469764337437
경기도,광명시,소하1동,29041,5073,55172.0,131.0,421.1603053435114,2136546.2290076334,2786.1819531686388,1.4870028053034101,1.9370686645467496,2.38563885543753,6.8716574698739015
경기도,광명시,광명4동,7253,2276,55172.0,131.0,421.1603053435114,958560.854961832,3839.4987749408974,1.2184936694008597,1.9370686645467496,2.9094799899598986,6.867262800621644
경기도,시흥시,은행동,57180,7206,71659.0,163.0,439.6257668711656,3167943.2760736197,2110.762654024675,1.6917686211347078,1.9781537458196516,2.049735730538632,6.859601393182995
경상남도,창녕군,창녕읍,15086,4501,22133.0,13.0,1702.5384615384614,7663125.615384615,0.0,1.4320913910251625,4.78809546448607,1.0,6.856990294097128
경기도,군포시,산본2동,24759,5101,50245.0,102.0,492.5980392156863,2512742.598039216,2404.840222268318,1.489690776631716,2.096015414818585,2.195987953803359,6.85678535594534
서울특별시,동대문구,신설동,16353,2613,72976.0,168.0,434.3809523809524,1135037.4285714286,3594.278620810647,1.2508453243165407,1.9664841956560128,2.7875257962243367,6.8566655303377
경상남도,산청군,생비량면,1102,629,14737.0,6.0,2456.1666666666665,1544928.8333333333,0.0,1.0603833559108702,6.464894932014833,1.0,6.855266983621065
전라남도,구례군,문척면,1282,570,9886.0,4.0,2471.5,1408755.0,0.0,1.054719416326226,6.499011124845489,1.0,6.854633220294683
경기도,김포시,운양동,48829,6157,82302.0,157.0,524.2165605095541,3227601.3630573247,1985.1846861451247,1.5910656952992501,2.166365647610874,1.987282626396277,6.849825505086722
서울특별시,광진구,화양동,22724,2516,62627.0,154.0,406.6688311688312,1023178.7792207792,3812.8878734922864,1.2415334236434812,1.9048255823286726,2.8962457146522578,6.84934489056067
서울특별시,금천구,시흥제4동,18318,5162,49877.0,109.0,457.58715596330273,2362064.899082569,2538.392575214115,1.4955467141683823,2.01811728150055,2.2624069216192786,6.828370935848191
충청북도,옥천군,옥천읍,29608,7725,18342.0,14.0,1310.142857142857,10120853.57142857,0.0,1.7415920896843766,3.915027370651598,1.0,6.818380699624647
서울특별시,구로구,항동,15917,2276,86351.0,171.0,504.9766081871345,1149326.7602339182,3278.651581359052,1.2184936694008597,2.123557348253204,2.6305564751096604,6.806673220014749
경상남도,산청군,오부면,958,539,14737.0,6.0,2456.1666666666665,1323873.8333333333,0.0,1.0517434480698873,6.464894932014833,1.0,6.79941088720682
서울특별시,양천구,신월6동,13677,2406,84784.0,192.0,441.5833333333333,1062449.5,3583.3254396061625,1.2309735362822796,1.9825092707045735,2.7820785017824496,6.789430134463485
서울특별시,금천구,시흥제5동,17255,5058,49877.0,109.0,457.58715596330273,2314475.8348623854,2538.392575214115,1.4855628206632463,2.01811728150055,2.2624069216192786,6.7827864498597465
서울특별시,금천구,시흥제2동,19880,5051,49877.0,109.0,457.58715596330273,2311272.724770642,2538.392575214115,1.4848908278311699,2.01811728150055,2.2624069216192786,6.779718263302832
서울특별시,광진구,중곡제1동,14856,2998,62627.0,154.0,406.6688311688312,1219193.155844156,3545.908640731538,1.2878049300807457,1.9048255823286726,2.763470179986449,6.778913324809242
경기도,하남시,신장1동,7014,1665,54722.0,106.0,516.2452830188679,859548.3962264151,3452.05135145481,1.159838295058186,2.1486298015252934,2.7167925727540965,6.770418590769548
전라남도,고흥군,풍양면,2869,1696,28162.0,13.0,2166.3076923076924,3674057.8461538474,0.0,1.1628142633145246,5.81996767138918,1.0,6.767541420320759
전라남도,고흥군,두원면,2811,1689,28162.0,13.0,2166.3076923076924,3658893.692307693,0.0,1.1621422704824482,5.81996767138918,1.0,6.763630443762668
인천광역시,강화군,선원면,10071,3056,28512.0,15.0,1900.8,5808844.8,0.0,1.2933728706893792,5.229221260815822,1.0,6.763332913571295
인천광역시,강화군,길상면,7233,3006,28512.0,15.0,1900.8,5713804.8,0.0,1.288572921888833,5.229221260815822,1.0,6.738232919252652
전라남도,고흥군,과역면,3012,1626,28162.0,13.0,2166.3076923076924,3522416.307692308,0.0,1.15609433499376,5.81996767138918,1.0,6.728431654739856
경상북도,영양군,입암면,2076,1028,6887.0,3.0,2295.6666666666665,2359945.333333333,0.0,1.0986869473392284,6.1077873918417795,1.0,6.710546284539673
경상북도,영천시,동부동,25690,5841,34074.0,23.0,1481.4782608695652,8653314.52173913,0.0,1.5607300188797986,4.2962433492771535,1.0,6.705275963629541
강원특별자치도,횡성군,둔내면,5911,2426,17940.0,9.0,1993.3333333333333,4835826.666666666,0.0,1.232893515802498,5.435105067985167,1.0,6.700905796024208
서울특별시,영등포구,대림제1동,13213,3628,71625.0,229.0,312.77292576419217,1134740.1746724893,3871.646270135304,1.348284284967627,1.6959100944073495,2.9254677535715685,6.689283668129808
전라남도,장흥군,장흥읍,14651,3947,13828.0,8.0,1728.5,6822389.5,0.0,1.3789079583151114,4.845859085290482,1.0,6.681993657580632
경상북도,영양군,석보면,1914,971,6887.0,3.0,2295.6666666666665,2229092.333333333,0.0,1.093215005706606,6.1077873918417795,1.0,6.677124828427047
전라남도,해남군,해남읍,23379,5428,24342.0,16.0,1521.375,8258023.5,0.0,1.5210824417872875,4.385012360939432,1.0,6.669965309245189
경상북도,청송군,청송읍,4827,1735,10595.0,5.0,2119.0,3676465.0,0.0,1.1665582233789507,5.714709517923362,1.0,6.666541382355457
전라남도,고흥군,동강면,2844,1494,28162.0,13.0,2166.3076923076924,3236463.6923076925,0.0,1.1434224701603184,5.81996767138918,1.0,6.654681811073012
경기도,남양주시,진접읍,94735,18627,138815.0,223.0,622.4887892376681,11595098.677130044,0.0,2.788172926155454,2.3850183196882604,1.0,6.649843507339581
경상북도,영양군,청기면,1601,920,6887.0,3.0,2295.6666666666665,2112013.333333333,0.0,1.0883190579300488,6.1077873918417795,1.0,6.647221420326275
전라남도,고흥군,도덕면,2668,1473,28162.0,13.0,2166.3076923076924,3190971.230769231,0.0,1.141406491664089,5.81996767138918,1.0,6.642948881398741
경기도,의왕시,고천동,15055,2758,31308.0,52.0,602.0769230769231,1660528.153846154,2500.1751288447927,1.2647651758381244,2.339602548255206,2.2434004175448736,6.638329133622707
경상남도,남해군,남해읍,12557,3507,17816.0,10.0,1781.6,6248071.199999999,0.0,1.3366684088703054,4.964004944375772,1.0,6.635228590623092
전라남도,고흥군,점암면,2528,1426,28162.0,13.0,2166.3076923076924,3089154.769230769,0.0,1.1368945397915755,5.81996767138918,1.0,6.616689467365849
경기도,이천시,증포동,56303,5635,42183.0,58.0,727.2931034482758,4098296.6379310335,1286.5861666805977,1.5409542298215486,2.618204680107412,1.6398518881344424,6.616037502919501
경기도,구리시,교문2동,20577,3919,35886.0,101.0,355.3069306930693,1392447.8613861387,3377.965316163237,1.3762199869868055,1.7905469409734547,2.679947710907019,6.6038909372430314
경상북도,영양군,일월면,1693,836,6887.0,3.0,2295.6666666666665,1919177.3333333333,0.0,1.0802551439451313,6.1077873918417795,1.0,6.5979687481603
경상남도,합천군,합천읍,10386,2945,18609.0,10.0,1860.9,5480350.5,0.0,1.282716984352167,5.14044499381953,1.0,6.593736100700382
전라남도,화순군,화순읍,39030,8913,19484.0,17.0,1146.1176470588234,10215346.588235293,0.0,1.8556388731853528,3.550076346978841,1.0,6.58765967222979
전라남도,장성군,황룡면,3748,1415,15100.0,7.0,2157.1428571428573,3052357.142857143,0.0,1.1358385510554554,5.799576196362352,1.0,6.5873822236119235
경상북도,영양군,수비면,1621,774,6887.0,3.0,2295.6666666666665,1776845.9999999998,0.0,1.074303207432454,6.1077873918417795,1.0,6.561615585371127
전라남도,장성군,남면,3554,1354,15100.0,7.0,2157.1428571428573,2920771.4285714286,0.0,1.1299826135187891,5.799576196362352,1.0,6.553420267666889
경상남도,거창군,거창읍,39645,9330,19853.0,18.0,1102.9444444444443,10290471.666666666,0.0,1.8956704461819074,3.4540173053152037,1.0,6.5476785262869015
경기도,광명시,철산1동,9980,1572,55172.0,131.0,421.1603053435114,662064.0,3885.6768289378224,1.1509103902891702,1.9370686645467496,2.9324455058386665,6.537571878759966
전라남도,장성군,삼계면,5135,1312,15100.0,7.0,2157.1428571428573,2830171.4285714286,0.0,1.1259506565263304,5.799576196362352,1.0,6.530036625868669
경기도,성남시 분당구,백현동,26243,4199,,,0.0,0.0,7332.029959631816,1.4030997002698637,1.0,4.6464042090803765,6.519368353093309
경상북도,청도군,청도읍,9506,3771,18713.0,11.0,1701.1818181818182,6415156.636363637,0.0,1.3620121385371888,4.7850769749410045,1.0,6.51733292370446
전라남도,장성군,북이면,2588,1287,15100.0,7.0,2157.1428571428573,2776242.8571428573,0.0,1.1235506821260572,5.799576196362352,1.0,6.516117791464965
경상남도,창녕군,남지읍,11261,3752,22133.0,13.0,1702.5384615384614,6387924.307692307,0.0,1.3601881579929813,4.78809546448607,1.0,6.512710750133857
경상남도,양산시,물금읍,117271,15667,69520.0,97.0,716.7010309278351,11228555.051546391,0.0,2.5040159571631238,2.5946376460693488,1.0,6.497014068813814
충청남도,부여군,부여읍,17512,5998,25251.0,18.0,1402.8333333333333,8414194.333333332,0.0,1.5758018581135134,4.121260815822002,1.0,6.494290451342725
경기도,구리시,수택3동,20922,3959,35886.0,101.0,355.3069306930693,1406660.1386138615,3273.0068362575225,1.3800599460272425,1.7905469409734547,2.6277492003971004,6.493331496084604
전라남도,장성군,진원면,3562,1242,15100.0,7.0,2157.1428571428573,2679171.4285714286,0.0,1.1192307282055658,5.799576196362352,1.0,6.491063889538301
전라남도,고흥군,남양면,2142,1194,28162.0,13.0,2166.3076923076924,2586571.3846153845,0.0,1.1146227773570416,5.81996767138918,1.0,6.487068530012002
전라남도,곡성군,곡성읍,7967,2585,11303.0,6.0,1883.8333333333333,4869709.166666666,0.0,1.2481573529882348,5.191470951792336,1.0,6.479772641304434
전라남도,고흥군,대서면,2057,1171,28162.0,13.0,2166.3076923076924,2536746.307692308,0.0,1.1124148009087902,5.81996767138918,1.0,6.47421817846399
전라남도,장성군,삼서면,2914,1207,15100.0,7.0,2157.1428571428573,2603671.4285714286,0.0,1.1158707640451835,5.799576196362352,1.0,6.471577521373117
경기도,구리시,교문1동,14594,3627,35886.0,101.0,355.3069306930693,1288698.2376237623,3377.965316163237,1.348188285991616,1.7905469409734547,2.679947710907019,6.469378796809039
강원특별자치도,횡성군,우천면,4291,1973,17940.0,9.0,1993.3333333333333,3932846.6666666665,0.0,1.1894059796695502,5.435105067985167,1.0,6.464546467993834
인천광역시,강화군,불은면,4975,2442,28512.0,15.0,1900.8,4641753.6,0.0,1.2344294994186729,5.229221260815822,1.0,6.455104983338357
충청남도,청양군,청양읍,10201,2970,12649.0,7.0,1807.0,5366790.0,0.0,1.28511695875244,5.020519159456119,1.0,6.451954313558604
전라남도,진도군,진도읍,10210,2722,11092.0,6.0,1848.6666666666667,5032070.666666667,0.0,1.2613092127017311,5.113226205191594,1.0,6.44935931923607
강원특별자치도,양양군,강현면,4535,1831,10076.0,5.0,2015.2,3689831.2,0.0,1.1757741250759992,5.483757725587145,1.0,6.447660441930976
경기도,광주시,쌍령동,17255,3008,75342.0,93.0,810.1290322580645,2436868.129032258,1578.003742045579,1.288764919840855,2.8025120618844452,1.7847812295666787,6.446235780017935
서울특별시,영등포구,대림제2동,11433,3103,71625.0,229.0,312.77292576419217,970534.3886462884,3871.646270135304,1.2978848225618926,1.6959100944073495,2.9254677535715685,6.439235288487606
경기도,의정부시,가능동,25854,6473,93707.0,171.0,547.9941520467836,3547166.14619883,1575.5082386831932,1.6214013717187017,2.2192700539977883,1.7835401525369234,6.417761595646308
경상북도,청송군,안덕면,2392,1277,10595.0,5.0,2119.0,2705963.0,0.0,1.122590692365948,5.714709517923362,1.0,6.415279714395861
경기도,광명시,철산4동,8965,1344,55172.0,131.0,421.1603053435114,566039.4503816793,3885.6768289378224,1.1290226237586798,1.9370686645467496,2.9324455058386665,6.413241741360959
서울특별시,관악구,신림동,23162,2171,92486.0,198.0,467.1010101010101,1014076.2929292928,3221.563285673512,1.2084137769197127,2.039285312956512,2.6021650196978454,6.412516473894359
경기도,광명시,하안2동,12475,2659,55172.0,131.0,421.1603053435114,1119865.2519083968,3287.4335317088776,1.2552612772130431,1.9370686645467496,2.6349239614532576,6.406889508567229
서울특별시,중구,중림동,11840,2317,27266.0,185.0,147.38378378378377,341488.227027027,5921.2121906902175,1.2224296274173077,1.3279243644138576,3.944768798527258,6.403519861400221
경상북도,성주군,성주읍,13038,3625,16840.0,10.0,1684.0,6104500.0,0.0,1.3479962880395941,4.746847960444994,1.0,6.39873343056817
경상북도,청송군,부남면,2316,1235,10595.0,5.0,2119.0,2616965.0,0.0,1.1185587353734894,5.714709517923362,1.0,6.392238251395199
경상북도,청송군,현서면,2367,1225,10595.0,5.0,2119.0,2595775.0,0.0,1.11759874561338,5.714709517923362,1.0,6.386752188775993
전라남도,보성군,보성읍,8453,2610,16605.0,9.0,1845.0,4815450.0,0.0,1.2505573273885078,5.1050679851668725,1.0,6.384180175666918
경기도,양평군,용문면,18510,6120,42091.0,31.0,1357.774193548387,8309578.064516129,0.0,1.5875137331868459,4.021005622233741,1.0,6.383401646517582
경기도,광명시,광명1동,12825,1378,55172.0,131.0,421.1603053435114,580358.9007633587,3839.4987749408974,1.1322865889430513,1.9370686645467496,2.9094799899598986,6.3814115470249
경기도,구리시,갈매동,30489,4626,35886.0,101.0,355.3069306930693,1643649.8613861387,2946.43584266793,1.4440912630265277,1.7905469409734547,2.46533717369441,6.374654856444288
경기도,동두천시,송내동,25458,5348,23718.0,27.0,878.4444444444445,4697920.888888889,853.7421759018373,1.513402523706414,2.9545117428924597,1.4245876081818718,6.369851922859886
전라남도,고흥군,봉래면,1781,980,28162.0,13.0,2166.3076923076924,2122981.5384615385,0.0,1.094078996490704,5.81996767138918,1.0,6.367504389521813
강원특별자치도,횡성군,공근면,3351,1779,17940.0,9.0,1993.3333333333333,3546140.0,0.0,1.1707821783234311,5.435105067985167,1.0,6.363324150912394
경기도,광명시,광명2동,6480,1339,55172.0,131.0,421.1603053435114,563933.6488549619,3839.4987749408974,1.1285426288786253,1.9370686645467496,2.9094799899598986,6.360311102826378
경상북도,경주시,안강읍,21769,7864,70742.0,60.0,1179.0333333333333,9271918.133333333,0.0,1.754935947349895,3.6233127317676144,1.0,6.358681761469534
강원특별자치도,영월군,주천면,3779,1868,13794.0,7.0,1970.571428571429,3681027.428571429,0.0,1.1793260871884033,5.384460533286244,1.0,6.35003477234085
경기도,군포시,산본1동,14175,3946,50245.0,102.0,492.5980392156863,1943791.862745098,2404.840222268318,1.3788119593391004,2.096015414818585,2.195987953803359,6.346429607878235
인천광역시,강화군,화도면,4485,2205,28512.0,15.0,1900.8,4191264.0,0.0,1.2116777421040843,5.229221260815822,1.0,6.336131010267988
전북특별자치도,무주군,무주읍,9211,2653,9087.0,5.0,1817.4,4821562.2,0.0,1.2546852833569775,5.043658838071694,1.0,6.328204518401907
전라남도,장성군,북하면,1921,927,15100.0,7.0,2157.1428571428573,1999671.4285714289,0.0,1.0889910507621252,5.799576196362352,1.0,6.315686576051648
서울특별시,금천구,가산동,25345,3308,49877.0,109.0,457.58715596330273,1513698.3119266054,2759.050995390188,1.3175646126441318,2.01811728150055,2.3721459429447536,6.3075358589276895
경상남도,남해군,창선면,5490,2808,17816.0,10.0,1781.6,5002732.8,0.0,1.2695651246386706,4.964004944375772,1.0,6.302127555913405
경기도,시흥시,군자동,21236,4207,71659.0,163.0,439.6257668711656,1849505.6012269936,2542.939556429036,1.4038676920779511,1.9781537458196516,2.2646682505461904,6.289133502700906
인천광역시,강화군,하점면,3971,2080,28512.0,15.0,1900.8,3953664.0,0.0,1.1996778701027189,5.229221260815822,1.0,6.27338102447138
충청남도,서천군,서천읍,12462,3929,20759.0,13.0,1596.8461538461538,6274008.538461538,0.0,1.3771799767469146,4.552933346011219,1.0,6.270208639589983
경상남도,함양군,함양읍,16813,4910,14658.0,10.0,1465.8,7197078.0,0.0,1.4713549722136297,4.261359703337453,1.0,6.269972787896359
인천광역시,강화군,양도면,4176,2060,28512.0,15.0,1900.8,3915648.0,0.0,1.1977578905825004,5.229221260815822,1.0,6.263341026743922
경상남도,의령군,의령읍,8863,2439,10981.0,6.0,1830.1666666666667,4463776.5,0.0,1.2341415024906401,5.072064276885043,1.0,6.25964502740401
경기도,구리시,수택1동,16863,3440,35886.0,101.0,355.3069306930693,1222255.8415841584,3273.0068362575225,1.3302364774775737,1.7905469409734547,2.6277492003971004,6.258906681054605
전라남도,강진군,강진읍,12487,3702,12980.0,8.0,1622.5,6006495.0,0.0,1.3553882091924354,4.6100123609394315,1.0,6.248356398248688
전라남도,장성군,동화면,1806,794,15100.0,7.0,2157.1428571428573,1712771.4285714286,0.0,1.0762231869526726,5.799576196362352,1.0,6.24163837702395
전라남도,고흥군,동일면,1376,739,28162.0,13.0,2166.3076923076924,1600901.3846153847,0.0,1.0709432432720718,5.81996767138918,1.0,6.232855053736135
경기도,구리시,인창동,23538,4192,35886.0,101.0,355.3069306930693,1489446.653465347,2975.9217938794686,1.4024277074377873,1.7905469409734547,2.48000128407018,6.2275625753379416
경기도,김포시,장기동,40332,5518,82302.0,157.0,524.2165605095541,2892626.98089172,1765.5659433242292,1.5297223496282708,2.166365647610874,1.8780606629531178,6.223776500765658
경상북도,청송군,파천면,1645,917,10595.0,5.0,2119.0,1943123.0,0.0,1.0880310610020159,5.714709517923362,1.0,6.217781460104474
경상북도,청송군,현동면,1979,903,10595.0,5.0,2119.0,1913457.0,0.0,1.086687075337863,5.714709517923362,1.0,6.210100972437587
경상북도,청송군,주왕산면,1753,902,10595.0,5.0,2119.0,1911338.0,0.0,1.086591076361852,5.714709517923362,1.0,6.209552366175666
강원특별자치도,양양군,현남면,2894,1375,10076.0,5.0,2015.2,2770900.0,0.0,1.1319985920150186,5.483757725587145,1.0,6.207606024316129
서울특별시,종로구,무악동,7658,1611,30841.0,143.0,215.67132867132867,347446.5104895105,5290.328767864832,1.1546543503535962,1.4798620415431292,3.6310144929536023,6.204420287089467
전라남도,고흥군,영남면,1163,677,28162.0,13.0,2166.3076923076924,1466590.3076923075,0.0,1.0649913067593946,5.81996767138918,1.0,6.198214975650194
울산광역시,울주군,범서읍,67017,9635,46622.0,47.0,991.9574468085108,9557510.000000002,0.0,1.9249501338652388,3.20707466533414,1.0,6.173458806350769
강원특별자치도,횡성군,안흥면,3093,1409,17940.0,9.0,1993.3333333333333,2808606.6666666665,0.0,1.13526255719939,5.435105067985167,1.0,6.1702712781282045
충청남도,서천군,장항읍,10464,3698,20759.0,13.0,1596.8461538461538,5905137.076923077,0.0,1.3550042132883915,4.552933346011219,1.0,6.169243866666416
전라남도,장성군,북일면,1294,660,15100.0,7.0,2157.1428571428573,1423714.285714286,0.0,1.0633593241672088,5.799576196362352,1.0,6.167033424620103
전라남도,장성군,서삼면,1463,624,15100.0,7.0,2157.1428571428573,1346057.142857143,0.0,1.0599033610308157,5.799576196362352,1.0,6.146990303078772
전북특별자치도,진안군,부귀면,2863,1154,10183.0,5.0,2036.6,2350236.4,0.0,1.1107828183166046,5.531372064276885,1.0,6.144153050715214
서울특별시,동대문구,회기동,10080,1601,72976.0,168.0,434.3809523809524,695443.9047619049,3427.7157987809705,1.153694360593487,1.9664841956560128,2.70468988602358,6.136188708473874
